Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,duktape,6,1,24471,22858,93.40852437579176,15,0.06129704548240775,0.0656225391547817,1.384682,3.6916716666666667,3.206713333333333,166.60790467895637,131.58482115990049,21.021261618134698,166.60790467895637,131.58482115990049,21.021261618134698,S,S,S
