Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,gzip,224,36,3828,3828,100.0,2776,72.51828631138976,72.51828631138976,0.31600533333333336,1.0184739999999999,0.7837786666666666,222.29645913149136,148.0270375183541,33.410078551546306,222.29645913149136,148.0270375183541,33.410078551546306,S,S,S
