Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,libpng,52,0,7121,6749,94.77601460469035,3725,52.31006881056032,55.19336197955253,0.11642366666666668,0.15147366666666667,0.16690533333333332,30.105562729227444,43.36031333835329,-44.02757964812169,30.105562729227444,43.36031333835329,-44.02757964812169,S,S,S
