Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,redis,149,0,39734,37982,95.59067800875825,23936,60.24059998993305,63.01932494339424,0.11999433333333333,0.28383366666666665,0.2831633333333333,136.53922546342469,135.98058797220983,0.40914066219344664,136.53922546342469,135.98058797220983,0.40914066219344664,S,S,S
