Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,tar,455,53,10683,9960,93.23223813535523,5452,51.03435364597959,54.73895582329317,0.06429666666666667,0.16521533333333333,0.11450166666666667,156.95785162527864,78.08336357509461,50.25201812680839,156.95785162527864,78.08336357509461,50.25201812680839,S,S,S
