Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,make,115,21,11607,10041,86.50814163866633,5728,49.34953045575946,57.04611094512499,0.065276,0.11555766666666667,0.081646,77.02933186265498,25.078129787364418,67.44340216778814,77.02933186265498,25.078129787364418,67.44340216778814,S,S,S
