Suite,Benchmark,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status
OpenSource,capstone,101,0,15582,15429,99.0180978051598,9580,61.48119625208574,62.09086784626353,0.06516866666666667,0.16629233333333332,0.165623,155.1722197784211,154.1451413255859,0.661895830517743,155.1722197784211,154.1451413255859,0.661895830517743,S,S,S
