Result Group,Suite,Benchmark,Sanitizer,Compile Units,Fallback Units,Original Checks,Core Checks,Core / All,Removed Checks,Removed / All,Removed / Core,Runtime Native,Runtime Before,Runtime After,Sanitizer Overhead %,DESAN Overhead %,Overhead Reduction %,Native Status,Before Status,After Status,Source Summary
spec-cpu2006,CPU2006,473.astar,asan,11,0,1674,1607,95.99761051373955,740,44.205495818399044,46.048537647790916,14.378229,45.917562,50.658327,219.3547828456481,252.32661129545235,-15.031278562549193,S,S,S,spec-cpu2006-asan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,473.astar,ubsan,11,0,2328,1652,70.96219931271477,539,23.152920962199314,32.6271186440678,23.732892,61.537739,50.429077,159.29304780892275,112.48601729616432,29.384226842658567,S,S,S,spec-cpu2006-ubsan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,473.astar,msan,11,0,2677,2677,100.0,2008,75.0093388121031,75.0093388121031,23.732892,141.857928,89.251835,497.72710380176164,276.0680957044763,44.53424505199727,S,S,S,spec-cpu2006-msan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,482.sphinx3,asan,44,0,5591,5535,98.99839027007691,3321,59.39903416204615,60.0,2.296536,3.777106,3.64675,64.46970567846529,58.79350465222404,8.804446935977357,S,S,S,spec-cpu2006-asan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,482.sphinx3,ubsan,44,0,13753,11973,87.05736930124337,7716,56.104122736857406,64.44500125281884,2.041509,6.489733,4.391144,217.8890222869456,115.09305126746929,47.17813221636322,S,S,S,spec-cpu2006-ubsan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,482.sphinx3,msan,44,0,9497,9497,100.0,7461,78.56165104769927,78.56165104769927,2.041509,26.618485,6.652814,1203.8632207842336,225.87727999239777,81.23729705395814,S,S,S,spec-cpu2006-msan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,483.xalancbmk,asan,738,0,116578,100813,86.47686527475167,51055,43.79471255296883,50.64327021316696,1.108021,1.878977,1.67878,69.579547680053,51.51156882405659,25.967370381707898,S,S,S,spec-cpu2006-asan-after-read-check-elimination-summary.csv
spec-cpu2006,CPU2006,483.xalancbmk,ubsan,738,0,256237,187839,73.30674336649274,71107,27.750481000011707,37.85529096726452,0.393894,1.144046,0.826054,190.4451451405708,109.71479636653514,42.390342223975935,S,S,S,spec-cpu2006-ubsan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,502.gcc_r,asan,387,2,256857,253674,98.76078907719081,178009,69.3027637946406,70.1723471857581,0.013741,0.08039,0.058501,485.03747907721413,325.740484680882,32.84220318384373,S,S,S,spec-cpu2017-asan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,502.gcc_r,ubsan,387,5,578525,558168,96.48122380191003,366020,63.26779309450758,65.57523899614452,0.017406,0.184657,0.057211,960.8813052970238,228.68551074342176,76.20044125296711,S,S,S,spec-cpu2017-ubsan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,505.mcf_r,asan,12,0,944,935,99.04661016949152,420,44.49152542372881,44.919786096256686,32.667574,56.025709,44.529631,71.50250887929418,36.31141081979335,49.21659199246857,S,S,S,spec-cpu2017-asan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,505.mcf_r,ubsan,12,0,2327,1972,84.74430597335625,913,39.23506660936829,46.29817444219067,26.9956,96.816659,42.989903,258.6386633377291,59.24781445865251,77.09243711127326,S,S,S,spec-cpu2017-ubsan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,507.cactuBSSN_r,asan,395,0,128483,127517,99.24814956064226,96156,74.83947292637937,75.40641639938205,12.169019,30.580602,14.829859,151.298826963784,21.86569024175244,85.54801072781193,S,S,S,spec-cpu2017-asan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,507.cactuBSSN_r,ubsan,395,4,270877,196781,72.6458872477176,116213,42.902498181831604,59.057022781670995,15.817798,185.525879,164.244518,1072.8932118111509,938.352607613272,12.539980933494855,S,S,S,spec-cpu2017-ubsan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,519.lbm_r,asan,2,0,691,684,98.98697539797395,513,74.24023154848047,75.0,5.043217,10.75758,7.075773,113.30789454429583,40.302767063166215,64.43075107409173,S,S,S,spec-cpu2017-asan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,519.lbm_r,ubsan,2,0,3132,1814,57.91826309067688,1110,35.440613026819925,61.19073869900772,6.131908,39.735463,30.643711,548.0114019975512,399.7418584884183,27.05592310099334,S,S,S,spec-cpu2017-ubsan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,519.lbm_r,msan,2,0,816,816,100.0,736,90.19607843137256,90.19607843137256,6.131908,19.624811,11.333868,220.04412003572136,84.8342799663661,61.446695347917334,S,S,S,spec-cpu2017-msan-after-read-check-elimination-summary.csv
spec-cpu2017,CPU2017,523.xalancbmk_r,asan,757,0,129224,118669,91.83201262923296,59198,45.81037578158856,49.88497417185617,0.830723,1.723158,1.072636,107.42870969023369,29.120777924771545,72.89292777625262,S,S,S,spec-cpu2017-asan-after-read-check-elimination-summary.csv
